Func_id,Func_name,Algibacter_wandonensis_CECT_8301,Alteromonas_macleodii_ATCC_27126,Anabaena_sp_PCC_7108,Arenibacter_echinorum_DSM_23522,Bizionia_echini_DSM_23925,Candidatus_Pelagibacter_ubique_SAR11_HTCC1062,Cellulophaga_fucicola_DSM_24786,Cellulophaga_lytica_LIM_21_DSM_7489,Cellulophaga_tyrosinoxydans_DSM_21164,Crocosphaera_watsonii_WH_8501,Dokdonia_pacifica_DSM_25597,Dokdonia_sp_PRO95,Eudoraea_adriatica_DSM_19308,Eudoraea_chungangensis_Aa_C5,Eudoraea_chungangensis_Aa_D4,Flagellimonas_sp_Aa_F7,Flavobacterium_branchiophilum_FL_15,Flavobacterium_columnare_ATCC_49512,Flavobacterium_indicum_GPTSA100_9,Flavobacterium_johnsoniae_UW101_ATCC_17061,Flavobacterium_psychrophilum_JIP02_86,Formosa_agariphila_KMM_3901,Formosa_spongicola_DSM_22637,Gaetbulibacter_saemankumensis_DSM_17032,Galbibacter_marinus_ck_I2_15,Idiomarina_loihiensis_GSL_199,Imtechella_halotolerans_K1,Joostella_marina_DSM_19592,Kordia_algicida_OT_1,Kordia_periserrulae_DSM_25731,Kriegella_aquimaris_DSM_19886,Lacinutrix_sp_DN105,Lacinutrix_sp_DN112,Lacinutrix_sp_Hel_I_90,Lacinutrix_venerupis_DOK2_8,Lutibacter_maritimus_DSM_24450,Maribacter_arcticus_DSM_23546,Maribacter_polysiphoniae_DSM_23514,Maribacter_spongiicola_DSM_25233,Maribacter_vaceletii_DSM_25230,Muricauda_antarctica_DSM_26351,Muricauda_pacifica_DSM_25027,Muriicola_jejuensis_DSM_21206,Nonlabens_spongiae_JCM_13191,Nonlabens_ulvanivorans_DSM_22727,Polaribacter_haliotis_RA4_7,Polaribacter_sp_MED152,Prochlorococcus_marinus_MIT9515,Psychroserpens_sp_Hel_I_66,Pustulibacterium_marinum_CGMCC_1_12333,Robiginitalea_myxolifaciens_DSM_21019,Roseobacter_litoralis_Och_149,Ruegeria_pomeroyi_DSS_3,Sinomicrobium_oceani_CGMCC_1_12145,Spongiimicrobium_salis_DN50,Spongiimicrobium_salis_Da_B9,Synechococcus_sp_WH_8016,Tamlana_sedimentorum_JCM_19808,Tenacibaculum_adriaticum_DSM_18961,Tenacibaculum_mesophilum_DSM_13764,Trichodesmium_erythraeum_IMS101,Winogradskyella_arenosi_CECT_7958,Winogradskyella_eximia_CECT_7946,Winogradskyella_jejuensis_DSM_25330,Winogradskyella_sp_J14_2,Zobellia_galactanivorans_DsijT
pfam00185,"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain",0.0004995,0.000507485,0.000382629,0.00045527,0.000325521,0.00143472,0.000572246,0.000595593,0.000623247,0.000292569,0.000402576,0.000658328,0.000558815,0.000602954,0.000604961,0.000529661,0.000683761,0.000731261,0.00036523,0.000392234,0.000399202,0.000550964,0.000337724,0.000728332,0.000637349,0.001104159,0.000731529,0.0004995,0.0004363,0.000242248,0.000398883,0.000461787,0.000245761,0.000570451,0.000692042,0.000635526,0.000531915,0.000445534,0.000513611,0.000589623,0.000487567,0.00048158,0.000657895,0.000322893,0.000685401,0.000595061,0.000734484,0.00101626,0.00057554,0.00052687,0.000690369,0.000436967,0.000459242,0.000467181,0.000490316,0.000422119,0.000656599,0.000570776,0.000669568,0.000653808,0.000387898,0.000614817,0.000534474,0.000349162,0.000327976,0.000438308
pfam00665,Integrase core domain,0.00024975,0.001014971,0.000382629,0.00045527,0.000325521,0,0,0,0,0,0,0,0,0,0,0.000794492,0,0.003290676,0.00146092,0.000588351,0,0.000550964,0.000337724,0.000364166,0.001593372,0.001840265,0.000731529,0.006493506,0.002835951,0.000242248,0,0,0,0.000285225,0,0.000635526,0.000797872,0.000222767,0,0.000589623,0.000243784,0,0,0.000645786,0.0003427,0,0,0,0,0.000263435,0,0.001310902,0.000229621,0.000700771,0.000245158,0,0.000328299,0.000856164,0,0,0,0.001229634,0,0,0.001311906,0.000438308
pfam01012,Electron transfer flavoprotein domain,0.0004995,0.000507485,0,0.00045527,0.000651042,0.00143472,0.000572246,0.000595593,0.000623247,0,0.000402576,0.000658328,0.000558815,0.000602954,0.000604961,0.000529661,0.000683761,0.000731261,0.00073046,0.000392234,0.000798403,0.000550964,0.000675447,0.000728332,0.000637349,0.000736106,0.000731529,0.0004995,0.0004363,0.000484496,0.000398883,0.000461787,0.000491521,0.000570451,0.000692042,0.001271052,0.000531915,0.000445534,0.000513611,0.000589623,0.000487567,0.00048158,0.000657895,0.000645786,0.000685401,0.000595061,0.000734484,0,0.00057554,0.00052687,0.000690369,0.000436967,0.000459242,0.000467181,0.000490316,0.000422119,0,0.000570776,0.000669568,0.000653808,0,0.000614817,0.000534474,0.000698324,0.000655953,0.000438308
pfam01522,Polysaccharide deacetylase,0.00024975,0.001014971,0.000956572,0.000682905,0.000976563,0.00143472,0,0.000297796,0,0.000146284,0.000603865,0.000329164,0.000279408,0.000301477,0.00030248,0.000529661,0.001709402,0.001462523,0.00073046,0.000980584,0.001197605,0.000275482,0.001350895,0.000728332,0.000318674,0.000368053,0.000365764,0.00024975,0.00065445,0.000726744,0.000797766,0.000461787,0.000491521,0.000855676,0.000346021,0.000317763,0.000531915,0.000445534,0,0.001179245,0,0.00024079,0,0.000322893,0.0003427,0.001190122,0.000367242,0,0.00057554,0.000263435,0,0.001310902,0.000459242,0,0.000735474,0,0,0.000570776,0,0.000326904,0.000387898,0.000307409,0.00080171,0.000698324,0.000655953,0.000657462
pfam02729,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain",0.0004995,0.000507485,0.000382629,0.00045527,0.000325521,0.00143472,0.000572246,0.000595593,0.000623247,0.000292569,0.000402576,0.000658328,0.000558815,0.000602954,0.000604961,0.000529661,0.000683761,0.000731261,0.00036523,0.000392234,0.000399202,0.000550964,0.000337724,0.000728332,0.000637349,0.001104159,0.000731529,0.0004995,0.0004363,0.000242248,0.000398883,0.000461787,0.000245761,0.000570451,0.000692042,0.000635526,0.000531915,0.000445534,0.000513611,0.000589623,0.000487567,0.00048158,0.000657895,0.000322893,0.000685401,0.000595061,0.000734484,0.00101626,0.00057554,0.00052687,0.000690369,0.000436967,0.000459242,0.000467181,0.000490316,0.000422119,0.000656599,0.000570776,0.000669568,0.000653808,0.000387898,0.000614817,0.000534474,0.000349162,0.000327976,0.000438308
pfam03150,Di-haem cytochrome c peroxidase,0.000999001,0.000507485,0,0.000682905,0.000325521,0,0.000858369,0.000893389,0.000623247,0,0.000603865,0.000329164,0.000279408,0.000301477,0.00030248,0.000264831,0.001025641,0.001462523,0.00073046,0.000784468,0.000798403,0.000826446,0.000337724,0,0,0,0,0,0.0008726,0.000484496,0.000797766,0.000923574,0.001228803,0.001140901,0.000692042,0.000317763,0,0.000222767,0.000513611,0.001474057,0,0.00024079,0,0,0.001028101,0.00029753,0.000734484,0,0.00057554,0.000790306,0,0.000655451,0.000918485,0.000700771,0.000490316,0.00021106,0,0.001141553,0.001339136,0.001307617,0,0.000614817,0,0.000349162,0.000655953,0.000657462
pfam03819,MazG nucleotide pyrophosphohydrolase domain,0.0004995,0.000253743,0.000191314,0.00045527,0.000651042,0,0.000572246,0.000595593,0.000623247,0.000146284,0.000402576,0.000658328,0.000558815,0.000602954,0.000604961,0.000529661,0.000683761,0.000731261,0.00073046,0.000392234,0.000798403,0.000550964,0.000675447,0.000728332,0.000637349,0.000368053,0.000731529,0.0004995,0.0004363,0.000484496,0.000398883,0.000692681,0.000491521,0.000570451,0.000692042,0.000635526,0.000531915,0.000445534,0.000513611,0.000589623,0.000487567,0.00048158,0.000657895,0.000645786,0.000685401,0.000595061,0.000734484,0.00101626,0.00057554,0.00052687,0.000690369,0.000218484,0.000229621,0.000467181,0.000490316,0.000422119,0.000656599,0.000570776,0.000669568,0.000653808,0.000193949,0.000614817,0.000534474,0.000698324,0.000655953,0.000438308
pfam00278,"Pyridoxal-dependent decarboxylase, C-terminal sheet domain",0.0004995,0.000761228,0.000382629,0.00045527,0.000651042,0.00143472,0.000572246,0.000595593,0.000623247,0.000146284,0.000201288,0.000658328,0.000558815,0.000301477,0.00030248,0.000264831,0.000683761,0.001096892,0.00073046,0.000392234,0.000399202,0.000550964,0.000337724,0.000728332,0.000637349,0.001104159,0.000731529,0.0004995,0.0004363,0.000484496,0.000398883,0.000230894,0.000245761,0.000570451,0.000692042,0.000635526,0.000531915,0.000445534,0.000513611,0.000589623,0.000487567,0.00024079,0.000657895,0.000645786,0.000685401,0.000595061,0.000367242,0.00101626,0.00057554,0.00052687,0.000690369,0.000218484,0.000918485,0.000467181,0.000245158,0.00021106,0.000656599,0.000570776,0.000669568,0.000653808,0.000387898,0.000614817,0.000534474,0.000698324,0.000655953,0.000438308
pfam02230,Phospholipase/Carboxylesterase,0.00024975,0.000253743,0.000191314,0.00045527,0.000651042,0.00071736,0.000286123,0.000297796,0.000934871,0.000146284,0.000402576,0.000658328,0.001117631,0.000602954,0.000604961,0.000794492,0.00034188,0.000731261,0.00036523,0.000784468,0.000399202,0.000275482,0.000675447,0.001092498,0.000318674,0.000368053,0.000731529,0.0004995,0.00065445,0.000484496,0.000199442,0.000461787,0.000491521,0.000570451,0.001038062,0.000635526,0.000797872,0.000445534,0.000513611,0.000589623,0.000243784,0.000722369,0.000657895,0.000645786,0.000685401,0.00029753,0.000367242,0.00050813,0.000863309,0.000263435,0.000690369,0.000655451,0.000459242,0.00023359,0.000735474,0.000422119,0.000328299,0.000285388,0.000334784,0.000326904,0.000193949,0.000922226,0.00080171,0.000698324,0.000983929,0.000219154
pfam03807,NADP oxidoreductase coenzyme F420-dependent,0.000999001,0.000253743,0.000573943,0.00045527,0.000976563,0.00071736,0.001144492,0.000893389,0.000623247,0.000146284,0.000402576,0.000329164,0.000279408,0.000301477,0.00030248,0.000264831,0.00034188,0.000731261,0.00036523,0.000392234,0.000798403,0.000826446,0.000675447,0.000728332,0.000637349,0.000368053,0.000365764,0.000749251,0.0004363,0.000726744,0.000398883,0.000461787,0.000491521,0.000570451,0.001038062,0.000635526,0.000531915,0.000222767,0.000770416,0.000589623,0.000731351,0.00024079,0.000328947,0,0.0003427,0.00029753,0.000367242,0.00050813,0.001151079,0.001053741,0.000345185,0.000218484,0.000459242,0.000700771,0.000490316,0.00021106,0.000328299,0.000856164,0.000669568,0.000653808,0.000193949,0.000922226,0.000267237,0,0.000327976,0.000657462
pfam07971,Glycosyl hydrolase family 92,0.001248751,0,0,0.001365809,0.000976563,0,0.000572246,0.000595593,0,0,0.000201288,0.000329164,0.000279408,0,0,0.001588983,0.00034188,0,0.00036523,0.001372818,0,0,0.000675447,0.001456664,0.000956023,0,0.001828822,0.000749251,0.00021815,0.000242248,0.000797766,0.001154468,0.000245761,0.000285225,0,0.001588815,0,0.003118735,0,0,0.000487567,0,0,0.000322893,0.0003427,0.001785183,0.000367242,0,0.00028777,0.001053741,0,0,0,0.001635132,0.000245158,0,0,0.001426941,0.00167392,0,0,0,0.000267237,0.000349162,0.000327976,0.000219154
pfam12969,Domain of Unknown Function with PDB structure (DUF3857),0.000749251,0,0,0,0.000325521,0,0.000572246,0.000893389,0,0,0.001207729,0.000987492,0,0,0,0.000794492,0.001709402,0,0.00073046,0.000392234,0,0,0.001013171,0.001092498,0,0,0.000365764,0.0004995,0.00109075,0.001453488,0.000398883,0.000923574,0.001228803,0.001140901,0,0.000635526,0,0.000891067,0,0,0.000975134,0.00048158,0.000657895,0,0.001028101,0,0.00183621,0,0.000863309,0.000790306,0.001035554,0,0,0.001167951,0.000980633,0.000633179,0,0.000856164,0,0.000653808,0,0.000922226,0.00080171,0,0.000655953,0.000438308
pfam13546,DDE superfamily endonuclease,0,0,0.0013392,0,0,0,0,0,0,0.015944997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001357642,0,0,0,0,0
pfam00013,KH domain,0.0004995,0.000253743,0.000191314,0.00045527,0.000651042,0.00071736,0.000572246,0.000595593,0.000623247,0.000146284,0.000402576,0.000658328,0.000558815,0.000602954,0.000604961,0.000529661,0.000683761,0.000731261,0.00073046,0.000392234,0.000798403,0.000550964,0.000675447,0.000728332,0.000637349,0.000368053,0.000731529,0.0004995,0.0004363,0.000484496,0.000398883,0.000461787,0.000491521,0.000570451,0.000692042,0.000635526,0.000531915,0.000445534,0.000513611,0.000589623,0.000487567,0.00048158,0.000657895,0.000645786,0.000685401,0.000595061,0.000734484,0.00050813,0.00057554,0.00052687,0.000690369,0.000218484,0.000229621,0.000467181,0.000490316,0.000422119,0.000328299,0.000570776,0.000669568,0.000653808,0.000193949,0.000614817,0.000534474,0.000698324,0.000655953,0.000438308
pfam00805,Pentapeptide repeats (8 copies),0.00024975,0.000253743,0.005356801,0,0,0,0,0.000297796,0,0.005266238,0.000201288,0.000329164,0,0,0,0,0,0,0.00036523,0.000392234,0,0.000275482,0,0,0,0,0,0,0.00021815,0,0.000598325,0,0,0,0.000346021,0,0.000265957,0.000222767,0,0.000294811,0,0.00024079,0,0,0,0,0,0.00050813,0,0,0,0,0,0,0,0,0.001641497,0.000285388,0,0.000326904,0.006012413,0,0,0,0.000327976,0
pfam00875,DNA photolyase,0.0004995,0.000761228,0.000191314,0.000227635,0.000976563,0.00071736,0.000572246,0.000297796,0.000311624,0.000292569,0.000603865,0.000987492,0.000558815,0.000301477,0.00030248,0.000264831,0.00034188,0.000365631,0.00109569,0.000196117,0.001197605,0.000275482,0.000337724,0.000364166,0.000318674,0.000736106,0.000365764,0.00024975,0.00065445,0.000726744,0.000199442,0.000230894,0.000245761,0.000855676,0.000692042,0.000317763,0.000531915,0.000222767,0.000770416,0.000294811,0.000243784,0.000722369,0.000657895,0.000968679,0.001028101,0.000892591,0.001101726,0.00101626,0.001151079,0.00052687,0.001035554,0.000218484,0.000229621,0.00023359,0.000245158,0.00021106,0.000656599,0.000856164,0.000334784,0.000980713,0.000387898,0.000307409,0.000534474,0.001047486,0.000983929,0.000219154
pfam01503,Phosphoribosyl-ATP pyrophosphohydrolase,0.0004995,0.000253743,0.000191314,0.00045527,0.000651042,0.00143472,0.000572246,0.000595593,0.000623247,0.000146284,0.000402576,0.000658328,0.000558815,0.000602954,0.000604961,0.000529661,0.000683761,0.000365631,0.00073046,0.000392234,0.000798403,0.000550964,0.000675447,0.000728332,0.000637349,0.000368053,0.000731529,0.0004995,0.0004363,0.000484496,0.000398883,0.000461787,0.000491521,0.000570451,0.000692042,0.000635526,0.000531915,0.000445534,0.000513611,0.000589623,0.000487567,0.00048158,0.000657895,0.000645786,0.000685401,0.000595061,0.000734484,0.00050813,0.00057554,0.00052687,0.000690369,0.000218484,0.000229621,0.000467181,0.000490316,0.000422119,0.000328299,0.000570776,0.000669568,0.000653808,0.000193949,0.000614817,0.000534474,0.000698324,0.000655953,0.000438308
pfam01641,SelR domain,0.0004995,0.000253743,0.000191314,0.00045527,0.000651042,0.00071736,0.000858369,0.000893389,0.000623247,0.000146284,0.000402576,0.000658328,0.000558815,0.000602954,0.000604961,0.000529661,0.00034188,0.000731261,0.00036523,0.000392234,0.000798403,0.000550964,0.000675447,0.000728332,0.000637349,0.000736106,0.000731529,0.0004995,0.0004363,0.000484496,0.000398883,0.000461787,0.000737282,0.000570451,0.000692042,0.000317763,0.000531915,0.000445534,0.000513611,0.000589623,0.000487567,0.00048158,0.000657895,0.000645786,0.000685401,0.000595061,0.000734484,0.00050813,0.00057554,0.000263435,0.000690369,0.000218484,0.000229621,0.000467181,0.000735474,0.000422119,0.000328299,0.000570776,0.000334784,0.000653808,0.000193949,0.000614817,0.000534474,0.000698324,0.000655953,0.000438308
pfam01663,Type I phosphodiesterase / nucleotide pyrophosphatase,0.00024975,0.000253743,0,0.001138174,0.000651042,0,0.000858369,0.000893389,0.000311624,0.000146284,0,0.000329164,0.001117631,0.000602954,0.000604961,0.001059322,0.00034188,0.000365631,0.00036523,0.000392234,0.000399202,0.000550964,0.000337724,0.000364166,0.000637349,0.000368053,0.000365764,0.000749251,0.00021815,0.000242248,0.001794974,0.001616255,0.000245761,0.000285225,0.000346021,0.000317763,0.000797872,0.0006683,0.000513611,0.000294811,0.001218918,0.00048158,0.000328947,0.000322893,0.0003427,0.000892591,0.000367242,0,0.00057554,0.000790306,0.000690369,0.000218484,0.000229621,0.000700771,0.000490316,0.000422119,0.000328299,0.000285388,0.000669568,0.000326904,0,0.000307409,0.000267237,0.000349162,0.000327976,0.00109577
pfam02412,Thrombospondin type 3 repeat,0.0004995,0.000253743,0,0.001138174,0.000651042,0,0.000572246,0.000595593,0.000623247,0,0.000201288,0.000329164,0.001397038,0.000301477,0.00030248,0.001059322,0.00034188,0.000365631,0.00036523,0.000588351,0.000798403,0.000275482,0.000675447,0.001092498,0.000318674,0,0.000731529,0.00024975,0.00065445,0.000484496,0.000398883,0.000230894,0.000245761,0.001140901,0.001038062,0.002542104,0.000797872,0.000445534,0.001027221,0.000589623,0.000487567,0.00048158,0.001315789,0.000322893,0.0003427,0.00029753,0.000367242,0,0.00028777,0.000263435,0.000690369,0,0,0.00023359,0.000980633,0.00021106,0,0.000856164,0.000334784,0.000980713,0,0.000922226,0.000267237,0.001396648,0.000655953,0.000219154
pfam02602,Uroporphyrinogen-III synthase HemD,0.0004995,0.000253743,0.000191314,0.00045527,0.000651042,0.00071736,0.000572246,0.000595593,0.000623247,0.000146284,0.000402576,0.000658328,0.000558815,0.000602954,0.000604961,0.000529661,0.000683761,0.000731261,0.00073046,0.000392234,0.000798403,0.000550964,0.000675447,0.000728332,0.000637349,0.000368053,0.000731529,0.0004995,0.0004363,0.000484496,0.000398883,0.000461787,0.000491521,0.000570451,0.000692042,0.000635526,0.000531915,0.000445534,0.000513611,0.000589623,0.000487567,0.00048158,0.000657895,0.000645786,0.000685401,0.000595061,0.000734484,0.00050813,0.00057554,0.00052687,0.000690369,0.000218484,0.000229621,0.000467181,0.000490316,0.000422119,0.000328299,0.000570776,0.000669568,0.000653808,0.000193949,0.000614817,0.000534474,0.000698324,0.000655953,0.000438308
pfam04002,RadC-like JAB domain,0.00024975,0.000253743,0.000191314,0.00045527,0.000325521,0,0.000286123,0.000297796,0.000311624,0.000146284,0.001610306,0.000329164,0.000279408,0.000301477,0.00030248,0.001059322,0.00034188,0.000731261,0.00073046,0.000980584,0.000399202,0.000275482,0.000337724,0.000364166,0.000318674,0.001104159,0.000365764,0.002247752,0.0008726,0.000484496,0.000398883,0.000692681,0.000491521,0.000285225,0.000346021,0.000317763,0.000265957,0.0006683,0.000770416,0.000589623,0.000731351,0.000963159,0.000328947,0.000645786,0.0003427,0.00029753,0.000367242,0,0.00028777,0.001053741,0.000345185,0.000436967,0.000229621,0.000467181,0.000735474,0.00021106,0,0.000570776,0.000669568,0.001307617,0.000193949,0.000307409,0.000267237,0.000698324,0.000327976,0.000219154
pfam01243,Pyridoxamine 5'-phosphate oxidase,0.0004995,0.000507485,0.000956572,0.000227635,0.000325521,0.00071736,0.000286123,0.000297796,0.000623247,0.000146284,0.000603865,0.000329164,0.000558815,0.001205909,0.001209921,0.000794492,0.000683761,0.000365631,0.00036523,0.000196117,0.000399202,0.000550964,0.000337724,0.000364166,0.000318674,0.000368053,0.000365764,0.00024975,0.00021815,0.000242248,0.000598325,0.000461787,0.000491521,0.000285225,0.000346021,0.000635526,0.000797872,0.0006683,0.000770416,0.000884434,0.000243784,0.000722369,0.000657895,0.000322893,0.0003427,0.000595061,0.000734484,0,0.00028777,0.00052687,0.000690369,0.000873935,0.000918485,0.000467181,0.000735474,0.001055298,0,0.000570776,0.000669568,0.000653808,0,0.000307409,0.000267237,0.001047486,0.000327976,0.000219154
pfam01262,"Alanine dehydrogenase/PNT, C-terminal domain",0.0004995,0.000507485,0.000382629,0.000910539,0.000325521,0.00143472,0.000858369,0.000595593,0.000623247,0.000292569,0.000201288,0.000658328,0.000838223,0.000904432,0.000907441,0.000264831,0.000683761,0.000731261,0.00036523,0.000392234,0.000399202,0.000826446,0.000337724,0.001092498,0.000318674,0.000368053,0.000731529,0.0004995,0.00021815,0.000242248,0.000398883,0.000230894,0.000245761,0.000285225,0.000346021,0.000953289,0.000531915,0.0006683,0.000513611,0.000589623,0.000487567,0.00048158,0.000986842,0.000645786,0.000685401,0.00029753,0.000734484,0.00050813,0.00028777,0.00052687,0.000690369,0.000436967,0.000459242,0.000467181,0.000245158,0.00021106,0.000656599,0.000285388,0.000334784,0.000326904,0.000387898,0.000614817,0.000534474,0.000698324,0.000655953,0.000438308
pfam12697,Alpha/beta hydrolase family,0.00024975,0.000761228,0.001913143,0,0.000651042,0,0,0,0.000623247,0.001023991,0,0,0.000279408,0,0,0,0,0,0.00036523,0.000392234,0.000399202,0,0,0,0.000318674,0.000736106,0,0,0.00021815,0,0.000199442,0.000230894,0,0.000570451,0.000346021,0,0,0,0.000513611,0.000294811,0,0.00048158,0.000657895,0.000968679,0.000685401,0.000595061,0.000367242,0.00152439,0.00028777,0.00052687,0.000345185,0.003058772,0.002755454,0.001167951,0.000735474,0.000422119,0.002298096,0,0.000669568,0,0.001745539,0,0.000267237,0.000698324,0.000327976,0.000438308
pfam12698,ABC-2 family transporter protein,0.000749251,0.000253743,0.000382629,0.000910539,0.001302083,0,0.000286123,0.000297796,0.000623247,0,0.000402576,0.000329164,0.000279408,0.000301477,0.00030248,0.000264831,0.00034188,0.001096892,0.00036523,0.000392234,0.001197605,0.000550964,0.001350895,0.000364166,0.000637349,0.001104159,0.001828822,0.00024975,0.0004363,0.000242248,0.000797766,0.000230894,0.000245761,0.000285225,0.000346021,0.001588815,0.000265957,0.001113834,0.000256805,0.000589623,0.000731351,0.000722369,0.000328947,0.000322893,0.0003427,0.00029753,0.000367242,0,0.00028777,0.000263435,0.000345185,0,0.000459242,0.00023359,0.000735474,0.000422119,0,0.000570776,0.000334784,0.000653808,0,0.000307409,0.001603421,0.000349162,0.000655953,0.001314924
pfam13847,Methyltransferase domain,0.00024975,0.000507485,0.001147886,0.000910539,0.000325521,0.00143472,0,0,0.000311624,0.000877706,0.000402576,0.000329164,0.000558815,0.001507386,0.001512402,0.000529661,0.000683761,0.000365631,0.00036523,0.001176701,0.000798403,0.000550964,0.000675447,0,0,0.000736106,0.000365764,0.0004995,0.0004363,0.000484496,0.000398883,0.000230894,0.000491521,0.000855676,0,0.000635526,0.000531915,0.000222767,0.000256805,0,0.000487567,0.000963159,0.000328947,0.001291572,0.0003427,0.000595061,0.000734484,0.00050813,0.00028777,0.000263435,0.000345185,0,0.000229621,0,0.000490316,0.00021106,0.000656599,0.000285388,0.000334784,0.000326904,0.001163693,0.000307409,0.000534474,0.001047486,0.000327976,0
pfam01613,Flavin reductase like domain,0.0004995,0.000761228,0.000765257,0.00045527,0.000651042,0,0.000572246,0.000595593,0.000623247,0.000438853,0.000402576,0.000658328,0.000558815,0.000602954,0.000604961,0.000264831,0.000683761,0.000365631,0.00073046,0.000196117,0.000798403,0,0.000337724,0.000728332,0.000318674,0.000368053,0.000365764,0.00024975,0.0004363,0.000484496,0.000199442,0.000230894,0.000245761,0.000570451,0.000692042,0.000317763,0.000531915,0.000222767,0.000513611,0.000294811,0.000487567,0.000722369,0.000986842,0.000645786,0.000685401,0.000595061,0.000734484,0.00152439,0.00057554,0.000263435,0.000345185,0.000655451,0.000688863,0.00023359,0.000490316,0.000422119,0.000984898,0.000570776,0.000334784,0.000653808,0.000581846,0.000614817,0.000534474,0.000698324,0.000655953,0.000219154
pfam02082,Transcriptional regulator,0.0004995,0.000253743,0.000382629,0.00045527,0.000651042,0.00071736,0.000572246,0.000297796,0.000934871,0.000146284,0.000402576,0.000329164,0.000558815,0.000301477,0.00030248,0.000794492,0.00034188,0.000731261,0,0.000784468,0.000399202,0.000550964,0.000675447,0.001092498,0.001593372,0.001104159,0.000731529,0.00024975,0.00021815,0.000242248,0.000398883,0.000461787,0.000491521,0.000570451,0.000346021,0.000635526,0.000531915,0.0006683,0.000256805,0.000589623,0.001218918,0.00024079,0.000657895,0,0.0003427,0.00029753,0.000367242,0,0,0.000263435,0.000690369,0.000655451,0.001148106,0.001167951,0.000735474,0.000633179,0,0.000285388,0.000334784,0.000653808,0.000193949,0.000307409,0.000534474,0.000698324,0,0.000657462
pfam06452,Carbohydrate family 9 binding domain-like,0.00024975,0.000253743,0,0.000682905,0.000325521,0,0.000858369,0.000893389,0.000311624,0,0.000805153,0.000987492,0.000279408,0.000602954,0.000604961,0.001588983,0.00034188,0,0.00036523,0.000588351,0,0.000275482,0.000337724,0.000364166,0.000318674,0,0.000731529,0.0004995,0.00065445,0.000484496,0.000598325,0.000692681,0.000983043,0.000285225,0.000346021,0.000317763,0.000797872,0.000891067,0.000770416,0.000294811,0.000975134,0.001685529,0.000986842,0.000322893,0,0.001190122,0.000367242,0,0.00057554,0.00052687,0.000345185,0,0,0.00023359,0.001470949,0.001055298,0,0.000285388,0.000669568,0.000326904,0,0.000307409,0.000534474,0.000698324,0.000327976,0
pfam00370,"FGGY family of carbohydrate kinases, N-terminal domain",0.000749251,0.000507485,0.000382629,0.000910539,0,0,0.000286123,0.000595593,0.000934871,0.000146284,0.000402576,0.000658328,0.000558815,0.000602954,0.000604961,0.000529661,0,0.000365631,0,0.000588351,0,0.000826446,0,0,0.001274697,0,0,0.000749251,0,0,0.000997208,0.000230894,0,0.000285225,0.000346021,0.000317763,0.000797872,0.001113834,0.000770416,0.000589623,0.000975134,0.000722369,0.000657895,0,0.000685401,0.00029753,0.000367242,0,0.00028777,0.001053741,0.000690369,0.001529386,0.000459242,0.000934361,0.000245158,0.000633179,0.000328299,0.000856164,0.000334784,0.000326904,0.000387898,0.000614817,0.000534474,0,0,0.000876616
pfam02274,Amidinotransferase,0.0004995,0.000253743,0.000191314,0.00045527,0.000651042,0.00071736,0.000572246,0.000595593,0.000623247,0.000146284,0.000402576,0.000658328,0.000838223,0.000602954,0.000604961,0.000529661,0.000683761,0.000365631,0.00073046,0.000392234,0.000798403,0.000550964,0.000675447,0.000728332,0.000637349,0,0.000731529,0.0004995,0.0004363,0.000484496,0.000398883,0.000461787,0.000491521,0.000570451,0.000692042,0.000635526,0.000531915,0.000445534,0.000513611,0.000589623,0.000487567,0.00048158,0.000986842,0.000645786,0.000685401,0.000595061,0.000734484,0,0.00057554,0.00052687,0.000690369,0,0.000459242,0.000467181,0.000490316,0.000422119,0,0.000570776,0.000669568,0.000326904,0.000193949,0.000614817,0.000534474,0.000698324,0.000655953,0.000438308
pfam03009,Glycerophosphoryl diester phosphodiesterase family,0.000749251,0.000507485,0.000382629,0.001365809,0.000651042,0,0.000858369,0.001191185,0.000311624,0.000146284,0.000201288,0.000658328,0.000279408,0.000301477,0.00030248,0.000264831,0.00034188,0.000365631,0,0.000392234,0,0.000275482,0.000337724,0.000364166,0.000318674,0.000736106,0.001097293,0.0004995,0.00021815,0.000242248,0.000598325,0.001385361,0.000245761,0.000570451,0.001038062,0.000635526,0.000265957,0.0006683,0.000256805,0.000589623,0.000487567,0.00024079,0.000328947,0,0,0.00029753,0.000367242,0,0.000863309,0.000790306,0.000345185,0.000655451,0.000688863,0.001401542,0.000245158,0.000422119,0,0.000856164,0.000334784,0.000326904,0.000387898,0.000614817,0.00080171,0.000349162,0.000655953,0.000876616
